note,accord,note_frequency,accord_frequency,cooccurrence_count,p_accord_given_note,lift,p_rank,lift_rank,selected_by
Egyptian Musk,amber,55,45478,24,0.43636363636363634,1.265874808598763,5.0,3.0,P_AND_LIFT_TOP5
Elemi resin,aromatic,423,54606,379,0.8959810874704491,2.1647215483642155,1.0,4.0,P_AND_LIFT_TOP5
Elemi resin,woody,423,81432,327,0.7730496453900709,1.2524368763669327,2.0,,P_TOP5
Elemi resin,fresh spicy,423,47271,285,0.6737588652482269,1.880413088197808,3.0,,P_TOP5
Elemi resin,balsamic,423,18162,225,0.5319148936170213,3.863865869116486,4.0,2.0,P_AND_LIFT_TOP5
Elemi resin,citrus,423,59969,218,0.5153664302600472,1.1337906775868871,5.0,,P_TOP5
Elemi resin,conifer,423,1828,46,0.10874704491725769,7.848466978081951,,1.0,LIFT_TOP5
Elemi resin,smoky,423,7407,53,0.12529550827423167,2.231704658649843,,3.0,LIFT_TOP5
Elemi resin,aldehydic,423,3556,24,0.05673758865248227,2.1050028320927967,,5.0,LIFT_TOP5
Espresso,sweet,55,60625,46,0.8363636363636363,1.8200652296157451,1.0,3.0,P_AND_LIFT_TOP5
Espresso,warm spicy,55,45319,39,0.7090909090909091,2.064263634157056,2.0,2.0,P_AND_LIFT_TOP5
Espresso,vanilla,55,34562,36,0.6545454545454545,2.4985296515879236,3.0,1.0,P_AND_LIFT_TOP5
Espresso,woody,55,81432,28,0.509090909090909,0.8247907903080317,4.0,5.0,P_AND_LIFT_TOP5
Espresso,powdery,55,62885,23,0.41818181818181815,0.8773273001944386,5.0,4.0,P_AND_LIFT_TOP5
Eucalyptus,woody,923,81432,861,0.9328277356446371,1.5112973175606268,1.0,,P_TOP5
Eucalyptus,aromatic,923,54606,791,0.856988082340195,2.0705130883628526,2.0,,P_TOP5
Eucalyptus,fresh spicy,923,47271,520,0.5633802816901409,1.5723543094789676,3.0,,P_TOP5
Eucalyptus,citrus,923,59969,502,0.5438786565547129,1.1965167196261948,4.0,,P_TOP5
Eucalyptus,camphor,923,793,432,0.46803900325027087,77.86681677024998,5.0,1.0,P_AND_LIFT_TOP5
Eucalyptus,conifer,923,1828,55,0.059588299024918745,4.300593156650727,,2.0,LIFT_TOP5
Eucalyptus,marine,923,4326,75,0.08125677139761647,2.478087344079413,,3.0,LIFT_TOP5
Eucalyptus,herbal,923,8607,149,0.16143011917659805,2.474436577549504,,4.0,LIFT_TOP5
Eucalyptus,salty,923,2520,39,0.04225352112676056,2.2121059691482228,,5.0,LIFT_TOP5
Evernyl,amber,58,45478,36,0.6206896551724138,1.8005977880930681,1.0,1.0,P_AND_LIFT_TOP5
Evernyl,citrus,58,59969,35,0.603448275862069,1.3275680940899925,2.0,3.0,P_AND_LIFT_TOP5
Evernyl,woody,58,81432,32,0.5517241379310345,0.8938619402353053,3.0,,P_TOP5
Evernyl,aromatic,58,54606,28,0.4827586206896552,1.166361660396041,4.0,,P_TOP5
Evernyl,fresh spicy,58,47271,26,0.4482758620689655,1.2511060583181786,5.0,5.0,P_AND_LIFT_TOP5
Evernyl,musky,58,41154,25,0.43103448275862066,1.381794705504807,,2.0,LIFT_TOP5
Evernyl,fruity,58,43222,24,0.41379310344827586,1.2630540960143222,,4.0,LIFT_TOP5
Exotic Fruits,fruity,207,43222,191,0.9227053140096618,2.816447921829038,1.0,4.0,P_AND_LIFT_TOP5
Exotic Fruits,sweet,207,60625,187,0.9033816425120773,1.9659074655112307,2.0,5.0,P_AND_LIFT_TOP5
Exotic Fruits,floral,207,46586,102,0.4927536231884058,1.3954618449157767,3.0,,P_TOP5
Exotic Fruits,woody,207,81432,99,0.4782608695652174,0.7748422797148434,4.0,,P_TOP5
Exotic Fruits,citrus,207,59969,97,0.46859903381642515,1.030903809158081,5.0,,P_TOP5
Exotic Fruits,sour,207,1912,32,0.15458937198067632,10.666828371030663,,1.0,LIFT_TOP5
Exotic Fruits,tropical,207,6512,40,0.1932367149758454,3.9148832627093495,,2.0,LIFT_TOP5
Exotic Fruits,lactonic,207,7015,31,0.1497584541062802,2.816483656484896,,3.0,LIFT_TOP5
Exotic Woods,woody,155,81432,134,0.864516129032258,1.40062399183645,1.0,2.0,P_AND_LIFT_TOP5
Exotic Woods,citrus,155,59969,72,0.4645161290322581,1.0219215411833749,2.0,,P_TOP5
Exotic Woods,powdery,155,62885,66,0.4258064516129032,0.8933234501278575,3.0,,P_TOP5
Exotic Woods,sweet,155,60625,64,0.4129032258064516,0.8985455271034254,4.0,,P_TOP5
Exotic Woods,fresh spicy,155,47271,63,0.4064516129032258,1.134377552628939,5.0,5.0,P_AND_LIFT_TOP5
Exotic Woods,aquatic,155,8872,24,0.15483870967741936,2.302510253352337,,1.0,LIFT_TOP5
Exotic Woods,green,155,29755,44,0.2838709677419355,1.2586488581479935,,3.0,LIFT_TOP5
Exotic Woods,animalic,155,18242,26,0.16774193548387098,1.2131451347652173,,4.0,LIFT_TOP5
Exotic floral notes,floral,152,46586,138,0.9078947368421053,2.5711276484690453,1.0,3.0,P_AND_LIFT_TOP5
Exotic floral notes,sweet,152,60625,80,0.5263157894736842,1.14534997287032,2.0,,P_TOP5
Exotic floral notes,powdery,152,62885,66,0.4342105263157895,0.91095483401196,3.0,,P_TOP5
Exotic floral notes,woody,152,81432,62,0.40789473684210525,0.6608403653548844,4.0,,P_TOP5
Exotic floral notes,fruity,152,43222,55,0.3618421052631579,1.104479870144103,5.0,,P_TOP5
Exotic floral notes,tropical,152,6512,32,0.21052631578947367,4.265162291478081,,1.0,LIFT_TOP5
Exotic floral notes,lactonic,152,7015,23,0.1513157894736842,2.845772217428818,,2.0,LIFT_TOP5
Exotic floral notes,fresh,152,33478,50,0.32894736842105265,1.296314783314101,,4.0,LIFT_TOP5
Exotic floral notes,animalic,152,18242,26,0.17105263157894737,1.2370887887408468,,5.0,LIFT_TOP5
Fennel,aromatic,340,54606,237,0.6970588235294117,1.684118422668485,1.0,,P_TOP5
Fennel,soft spicy,340,13661,207,0.6088235294117647,5.879663877848921,2.0,2.0,P_AND_LIFT_TOP5
Fennel,woody,340,81432,206,0.6058823529411764,0.9816050056922268,3.0,,P_TOP5
Fennel,fresh spicy,340,47271,197,0.5794117647058824,1.6170970387266412,4.0,,P_TOP5
Fennel,fresh,340,33478,172,0.5058823529411764,1.993579629115521,5.0,5.0,P_AND_LIFT_TOP5
Fennel,anis,340,1418,80,0.23529411764705882,21.891645233551813,,1.0,LIFT_TOP5
Fennel,herbal,340,8607,55,0.16176470588235295,2.47956519659101,,3.0,LIFT_TOP5
Fennel,marine,340,4326,27,0.07941176470588235,2.4218201843844334,,4.0,LIFT_TOP5
Fenugreek,fresh spicy,96,47271,75,0.78125,2.180413202597787,1.0,1.0,P_AND_LIFT_TOP5
Fenugreek,woody,96,81432,67,0.6979166666666666,1.1307120767429675,2.0,,P_TOP5
Fenugreek,warm spicy,96,45319,55,0.5729166666666666,1.6678412108240106,3.0,2.0,P_AND_LIFT_TOP5
Fenugreek,amber,96,45478,52,0.5416666666666666,1.571355014146034,4.0,3.0,P_AND_LIFT_TOP5
Fenugreek,aromatic,96,54606,51,0.53125,1.2835185236054647,5.0,4.0,P_AND_LIFT_TOP5
Fenugreek,vanilla,96,34562,29,0.3020833333333333,1.153111919641996,,5.0,LIFT_TOP5
Fern,aromatic,304,54606,284,0.9342105263157895,2.2570852055972255,1.0,,P_TOP5
Fern,fresh spicy,304,47271,250,0.8223684210526315,2.295171792208197,2.0,5.0,P_AND_LIFT_TOP5
Fern,woody,304,81432,237,0.7796052631578947,1.2630577950734485,3.0,,P_TOP5
Fern,earthy,304,19049,176,0.5789473684210527,4.009686929276575,4.0,2.0,P_AND_LIFT_TOP5
Fern,citrus,304,59969,131,0.4309210526315789,0.9480133814751657,5.0,,P_TOP5
Fern,mossy,304,6173,81,0.26644736842105265,5.694540955093062,,1.0,LIFT_TOP5
Fern,lavender,304,8336,60,0.19736842105263158,3.123658324073139,,3.0,LIFT_TOP5
Fern,herbal,304,8607,57,0.1875,2.8740414778668524,,4.0,LIFT_TOP5
Fig,woody,1810,81432,1535,0.8480662983425414,1.373973213728405,1.0,,P_TOP5
Fig,sweet,1810,60625,1477,0.8160220994475138,1.7757986899812042,2.0,5.0,P_AND_LIFT_TOP5
Fig,fruity,1810,43222,1439,0.7950276243093922,2.426727001877241,3.0,3.0,P_AND_LIFT_TOP5
Fig,aromatic,1810,54606,871,0.48121546961325967,1.1626333535889344,4.0,,P_TOP5
Fig,citrus,1810,59969,792,0.4375690607734807,0.9626387998440078,5.0,,P_TOP5
Fig,bitter,1810,1034,120,0.06629834254143646,8.459129914402043,,1.0,LIFT_TOP5
Fig,coconut,1810,3269,129,0.0712707182320442,2.876337062206666,,2.0,LIFT_TOP5
Fig,camphor,1810,793,24,0.013259668508287293,2.205987473263988,,4.0,LIFT_TOP5
Fig Leaf,green,725,29755,662,0.9131034482758621,4.048588066914283,1.0,2.0,P_AND_LIFT_TOP5
Fig Leaf,woody,725,81432,618,0.8524137931034482,1.3810166976635467,2.0,,P_TOP5
Fig Leaf,fresh,725,33478,542,0.7475862068965518,2.946085437477211,3.0,3.0,P_AND_LIFT_TOP5
Fig Leaf,sweet,725,60625,407,0.5613793103448276,1.221653977959474,4.0,,P_TOP5
Fig Leaf,aromatic,725,54606,372,0.5131034482758621,1.239675821906649,5.0,,P_TOP5
Fig Leaf,lactonic,725,7015,181,0.2496551724137931,4.695225502003097,,1.0,LIFT_TOP5
Fig Leaf,coconut,725,3269,48,0.06620689655172414,2.6719718146433054,,4.0,LIFT_TOP5
Fig Leaf,marine,725,4326,38,0.05241379310344828,1.5984631817239785,,5.0,LIFT_TOP5
Fig Nectar,woody,81,81432,70,0.8641975308641975,1.4001078230537576,1.0,4.0,P_AND_LIFT_TOP5
Fig Nectar,sweet,81,60625,64,0.7901234567901234,1.7194389716176657,2.0,2.0,P_AND_LIFT_TOP5
Fig Nectar,fruity,81,43222,63,0.7777777777777778,2.374073902693587,3.0,1.0,P_AND_LIFT_TOP5
Fig Nectar,aromatic,81,54606,36,0.4444444444444444,1.0737932746503234,4.0,,P_TOP5
Fig Nectar,warm spicy,81,45319,35,0.43209876543209874,1.257900441833597,5.0,5.0,P_AND_LIFT_TOP5
Fig Nectar,green,81,29755,31,0.38271604938271603,1.696915758530053,,3.0,LIFT_TOP5
Fig Tree,woody,153,81432,146,0.954248366013072,1.5460014113383507,1.0,4.0,P_AND_LIFT_TOP5
Fig Tree,green,153,29755,101,0.6601307189542484,2.926938186914266,2.0,2.0,P_AND_LIFT_TOP5
Fig Tree,sweet,153,60625,90,0.5882352941176471,1.2800970285021225,3.0,,P_TOP5
Fig Tree,fruity,153,43222,86,0.5620915032679739,1.7157172742155335,4.0,3.0,P_AND_LIFT_TOP5
Fig Tree,powdery,153,62885,73,0.477124183006536,1.0009858227566557,5.0,,P_TOP5
Fig Tree,lactonic,153,7015,53,0.3464052287581699,6.5147885716415335,,1.0,LIFT_TOP5
Fig Tree,fresh,153,33478,60,0.39215686274509803,1.5454105652058303,,5.0,LIFT_TOP5
Fir,woody,876,81432,824,0.9406392694063926,1.5239529768737767,1.0,,P_TOP5
Fir,aromatic,876,54606,773,0.882420091324201,2.131957708830565,2.0,4.0,P_AND_LIFT_TOP5
Fir,fresh spicy,876,47271,700,0.7990867579908676,2.2301943259447685,3.0,3.0,P_AND_LIFT_TOP5
Fir,warm spicy,876,45319,363,0.4143835616438356,1.20632898536312,4.0,,P_TOP5
Fir,amber,876,45478,358,0.408675799086758,1.1855534142555957,5.0,,P_TOP5
Fir,conifer,876,1828,264,0.3013698630136986,21.75039717034861,,1.0,LIFT_TOP5
Fir,mossy,876,6173,110,0.12557077625570776,2.683711730344326,,2.0,LIFT_TOP5
Fir,balsamic,876,18162,230,0.2625570776255708,1.907232422152932,,5.0,LIFT_TOP5
Fir Resin,woody,212,81432,207,0.9764150943396226,1.581914276896385,1.0,,P_TOP5
Fir Resin,aromatic,212,54606,158,0.7452830188679245,1.8006297600858017,2.0,,P_TOP5
Fir Resin,fresh spicy,212,47271,151,0.7122641509433962,1.9878786028212279,3.0,,P_TOP5
Fir Resin,amber,212,45478,149,0.7028301886792453,2.038884445060311,4.0,5.0,P_AND_LIFT_TOP5
Fir Resin,warm spicy,212,45319,134,0.6320754716981132,1.8400608349948604,5.0,,P_TOP5
Fir Resin,conifer,212,1828,41,0.19339622641509435,13.957748441435118,,1.0,LIFT_TOP5
Fir Resin,metallic,212,2235,31,0.14622641509433962,8.631611160356254,,2.0,LIFT_TOP5
Fir Resin,mossy,212,6173,24,0.11320754716981132,2.419483508523118,,3.0,LIFT_TOP5
Fir Resin,animalic,212,18242,65,0.30660377358490565,2.217423300573216,,4.0,LIFT_TOP5
Fire,warm spicy,77,45319,54,0.7012987012987013,2.0415794183970886,1.0,2.0,P_AND_LIFT_TOP5
Fire,woody,77,81432,52,0.6753246753246753,1.0941102320412666,2.0,5.0,P_AND_LIFT_TOP5
Fire,smoky,77,7407,47,0.6103896103896104,10.871972633819535,3.0,1.0,P_AND_LIFT_TOP5
Fire,sweet,77,60625,40,0.5194805194805194,1.1304752978979784,4.0,3.0,P_AND_LIFT_TOP5
Fire,amber,77,45478,30,0.38961038961038963,1.1302453648203241,5.0,4.0,P_AND_LIFT_TOP5
Floral Fruity Notes,sweet,81,60625,75,0.9259259259259259,2.014967544864452,1.0,4.0,P_AND_LIFT_TOP5
Floral Fruity Notes,fruity,81,43222,74,0.9135802469135802,2.7885947428464357,2.0,2.0,P_AND_LIFT_TOP5
Floral Fruity Notes,powdery,81,62885,37,0.4567901234567901,0.9583258485752456,3.0,,P_TOP5
Floral Fruity Notes,sour,81,1912,35,0.43209876543209874,29.815266800971123,4.0,1.0,P_AND_LIFT_TOP5
Floral Fruity Notes,woody,81,81432,33,0.4074074074074074,0.6600508308681999,5.0,,P_TOP5
Floral Fruity Notes,animalic,81,18242,23,0.2839506172839506,2.0535908857730294,,3.0,LIFT_TOP5
Floral Fruity Notes,musky,81,41154,31,0.38271604938271603,1.2268972249371077,,5.0,LIFT_TOP5
Floral Notes,floral,4436,46586,3932,0.8863841298467088,2.510210326078141,1.0,2.0,P_AND_LIFT_TOP5
Floral Notes,woody,4436,81432,2334,0.5261496844003607,0.8524281346760436,2.0,,P_TOP5
Floral Notes,powdery,4436,62885,2195,0.4948151487826871,1.03810070094458,3.0,,P_TOP5
Floral Notes,sweet,4436,60625,2071,0.46686203787195674,1.015968802580573,4.0,,P_TOP5
Floral Notes,musky,4436,41154,1681,0.37894499549143373,1.2148081171984462,5.0,,P_TOP5
Floral Notes,sour,4436,1912,310,0.06988277727682597,4.821984731240403,,1.0,LIFT_TOP5
Floral Notes,aldehydic,4436,3556,203,0.045761947700631196,1.6977991451474337,,3.0,LIFT_TOP5
Floral Notes,animalic,4436,18242,907,0.20446348061316502,1.47872311135264,,4.0,LIFT_TOP5
Floral Notes,soapy,4436,1720,74,0.016681695220919748,1.2795442154046177,,5.0,LIFT_TOP5
Floral bouquet,floral,62,46586,52,0.8387096774193549,2.3751978650653736,1.0,1.0,P_AND_LIFT_TOP5
Floral bouquet,sweet,62,60625,32,0.5161290322580645,1.1231819088792816,2.0,5.0,P_AND_LIFT_TOP5
Floral bouquet,powdery,62,62885,31,0.5,1.048978293710742,3.0,,P_TOP5
Floral bouquet,woody,62,81432,28,0.45161290322580644,0.7316692494668023,4.0,,P_TOP5
Floral bouquet,citrus,62,59969,27,0.43548387096774194,0.958051444859414,5.0,,P_TOP5
Floral bouquet,musky,62,41154,26,0.41935483870967744,1.3443525263879026,,2.0,LIFT_TOP5
Floral bouquet,vanilla,62,34562,21,0.3387096774193548,1.2929219299211703,,3.0,LIFT_TOP5
Floral bouquet,fruity,62,43222,24,0.3870967741935484,1.18156673498114,,4.0,LIFT_TOP5
Flower Petals,floral,52,46586,46,0.8846153846153846,2.5052012985083008,1.0,1.0,P_AND_LIFT_TOP5
Flower Petals,powdery,52,62885,32,0.6153846153846154,1.29105020764399,2.0,2.0,P_AND_LIFT_TOP5
Flower Petals,woody,52,81432,25,0.4807692307692308,0.778906137825236,3.0,4.0,P_AND_LIFT_TOP5
Flower Petals,sweet,52,60625,23,0.4423076923076923,0.9625344964314037,4.0,3.0,P_AND_LIFT_TOP5
Flowers,floral,773,46586,656,0.8486416558861578,2.403324897202181,1.0,2.0,P_AND_LIFT_TOP5
Flowers,woody,773,81432,380,0.49159120310478654,0.7964390832303577,2.0,,P_TOP5
Flowers,sweet,773,60625,378,0.4890038809831824,1.0641531054533815,3.0,,P_TOP5
Flowers,powdery,773,62885,341,0.4411384217335058,0.9254892578405252,4.0,,P_TOP5
Flowers,citrus,773,59969,301,0.38939197930142305,0.856650666665056,5.0,,P_TOP5
Flowers,sour,773,1912,58,0.07503234152652005,5.177310051042777,,1.0,LIFT_TOP5
Flowers,aldehydic,773,3556,39,0.050452781371280724,1.8718322402455192,,3.0,LIFT_TOP5
Flowers,marine,773,4326,38,0.04915912031047866,1.499205442108518,,4.0,LIFT_TOP5
Flowers,salty,773,2520,22,0.028460543337645538,1.4899997946569745,,5.0,LIFT_TOP5
Forest Fruits,fruity,62,43222,60,0.967741935483871,2.95391683745285,1.0,1.0,P_AND_LIFT_TOP5
Forest Fruits,woody,62,81432,60,0.967741935483871,1.567862677428862,2.0,2.0,P_AND_LIFT_TOP5
Forest Fruits,sweet,62,60625,43,0.6935483870967742,1.5092756900565347,3.0,3.0,P_AND_LIFT_TOP5
Forest Fruits,powdery,62,62885,39,0.6290322580645161,1.3196823695070623,4.0,5.0,P_AND_LIFT_TOP5
Forest Fruits,floral,62,46586,25,0.4032258064516129,1.1419220505121987,5.0,,P_TOP5
Forest Fruits,vanilla,62,34562,23,0.3709677419354839,1.4160573518184245,,4.0,LIFT_TOP5
Frangipani,floral,1292,46586,1159,0.8970588235294118,2.540440702963021,1.0,5.0,P_AND_LIFT_TOP5
Frangipani,tropical,1292,6512,806,0.6238390092879257,12.638679437247548,2.0,1.0,P_AND_LIFT_TOP5
Frangipani,sweet,1292,60625,752,0.5820433436532507,1.2666223229389422,3.0,,P_TOP5
Frangipani,citrus,1292,59969,745,0.576625386996904,1.2685585436892652,4.0,,P_TOP5
Frangipani,woody,1292,81432,625,0.48374613003095973,0.783729086047064,5.0,,P_TOP5
Frangipani,lactonic,1292,7015,449,0.3475232198142415,6.535814453327567,,2.0,LIFT_TOP5
Frangipani,coconut,1292,3269,138,0.10681114551083591,4.310674342993142,,3.0,LIFT_TOP5
Frangipani,tuberose,1292,3931,100,0.07739938080495357,2.59763426853155,,4.0,LIFT_TOP5
Frankincense,amber,1546,45478,1285,0.8311772315653299,2.411214480856985,1.0,2.0,P_AND_LIFT_TOP5
Frankincense,woody,1546,81432,1193,0.7716688227684346,1.2501997714392326,2.0,,P_TOP5
Frankincense,fresh spicy,1546,47271,1018,0.6584734799482536,1.837752664626792,3.0,,P_TOP5
Frankincense,warm spicy,1546,45319,998,0.6455368693402329,1.8792488618914125,4.0,,P_TOP5
Frankincense,aromatic,1546,54606,900,0.5821474773609314,1.406488603600844,5.0,,P_TOP5
Frankincense,oud,1546,8298,255,0.1649417852522639,2.6224113917005516,,1.0,LIFT_TOP5
Frankincense,balsamic,1546,18162,468,0.3027166882276843,2.198954557751261,,3.0,LIFT_TOP5
Frankincense,smoky,1546,7407,171,0.11060802069857698,1.9700980384451545,,4.0,LIFT_TOP5
Frankincense,conifer,1546,1828,42,0.027166882276843468,1.9606820452866294,,5.0,LIFT_TOP5
Freesia,floral,5683,46586,5050,0.8886151680450466,2.5165285519293996,1.0,1.0,P_AND_LIFT_TOP5
Freesia,powdery,5683,62885,3371,0.5931726200950203,1.2444504058064088,2.0,,P_TOP5
Freesia,woody,5683,81432,3302,0.5810311455217315,0.9413429490701694,3.0,,P_TOP5
Freesia,fruity,5683,43222,3120,0.5490058067921872,1.6757747464275892,4.0,2.0,P_AND_LIFT_TOP5
Freesia,citrus,5683,59969,3103,0.5460144289987683,1.2012153548968216,5.0,,P_TOP5
Freesia,fresh,5683,33478,2308,0.40612352630652826,1.6004503502485294,,3.0,LIFT_TOP5
Freesia,aquatic,5683,8872,611,0.10751363716347,1.598768502138931,,4.0,LIFT_TOP5
Freesia,white floral,5683,39497,2650,0.4663030089741334,1.5575703464556148,,5.0,LIFT_TOP5
French Rose,rose,59,25617,50,0.847457627118644,4.364487830181626,1.0,1.0,P_AND_LIFT_TOP5
French Rose,floral,59,46586,38,0.6440677966101694,1.8239785430554172,2.0,2.0,P_AND_LIFT_TOP5
French Rose,woody,59,81432,35,0.5932203389830508,0.9610909632826641,3.0,,P_TOP5
French Rose,powdery,59,62885,33,0.559322033898305,1.1734333455069315,4.0,4.0,P_AND_LIFT_TOP5
French Rose,citrus,59,59969,32,0.5423728813559322,1.1932040593854847,5.0,3.0,P_AND_LIFT_TOP5
French Rose,musky,59,41154,20,0.3389830508474576,1.0866995650071702,,5.0,LIFT_TOP5
French labdanum,woody,411,81432,359,0.8734793187347932,1.415145477461947,1.0,,P_TOP5
French labdanum,amber,411,45478,331,0.805352798053528,2.336298752082368,2.0,4.0,P_AND_LIFT_TOP5
French labdanum,aromatic,411,54606,253,0.6155717761557178,1.487242874926269,3.0,,P_TOP5
French labdanum,warm spicy,411,45319,236,0.5742092457420924,1.6716040907953453,4.0,,P_TOP5
French labdanum,fresh spicy,411,47271,190,0.46228710462287104,1.2902104400773282,5.0,,P_TOP5
French labdanum,balsamic,411,18162,150,0.36496350364963503,2.6511196474229903,,1.0,LIFT_TOP5
French labdanum,smoky,411,7407,59,0.1435523114355231,2.556886249181661,,2.0,LIFT_TOP5
French labdanum,mossy,411,6173,47,0.11435523114355231,2.444011930142371,,3.0,LIFT_TOP5
French labdanum,cinnamon,411,4259,25,0.06082725060827251,1.884230845914391,,5.0,LIFT_TOP5
French orange flower,white floral,66,39497,52,0.7878787878787878,2.6317150286059316,1.0,1.0,P_AND_LIFT_TOP5
French orange flower,citrus,66,59969,50,0.7575757575757576,1.666643927645445,2.0,2.0,P_AND_LIFT_TOP5
French orange flower,sweet,66,60625,38,0.5757575757575758,1.2529434551702594,3.0,4.0,P_AND_LIFT_TOP5
French orange flower,woody,66,81432,37,0.5606060606060606,0.9082517631368207,4.0,,P_TOP5
French orange flower,aromatic,66,54606,35,0.5303030303030303,1.2812306117986811,5.0,3.0,P_AND_LIFT_TOP5
French orange flower,musky,66,41154,23,0.3484848484848485,1.1171600831172197,,5.0,LIFT_TOP5
Fresh note,fresh,102,33478,89,0.8725490196078431,3.4385385075829724,1.0,1.0,P_AND_LIFT_TOP5
Fresh note,woody,102,81432,54,0.5294117647058824,0.8577131117699069,2.0,,P_TOP5
Fresh note,sweet,102,60625,48,0.47058823529411764,1.024077622801698,3.0,5.0,P_AND_LIFT_TOP5
Fresh note,citrus,102,59969,47,0.46078431372549017,1.0137116595208178,4.0,,P_TOP5
Fresh note,powdery,102,62885,47,0.46078431372549017,0.9667054863608797,5.0,,P_TOP5
Fresh note,animalic,102,18242,21,0.20588235294117646,1.4889846959505215,,2.0,LIFT_TOP5
Fresh note,warm spicy,102,45319,44,0.43137254901960786,1.2557863234439608,,3.0,LIFT_TOP5
Fresh note,musky,102,41154,35,0.3431372549019608,1.10001696163716,,4.0,LIFT_TOP5
Fruits,fruity,839,43222,719,0.8569725864123957,2.615806610647063,1.0,2.0,P_AND_LIFT_TOP5
Fruits,sweet,839,60625,684,0.8152562574493445,1.7741320914687342,2.0,3.0,P_AND_LIFT_TOP5
Fruits,powdery,839,62885,412,0.49106078665077474,1.0302242121783687,3.0,,P_TOP5
Fruits,woody,839,81432,412,0.49106078665077474,0.7955797423965605,4.0,,P_TOP5
Fruits,citrus,839,59969,340,0.4052443384982122,0.8915253810813776,5.0,,P_TOP5
Fruits,sour,839,1912,140,0.16686531585220502,11.513881339111615,,1.0,LIFT_TOP5
Fruits,animalic,839,18242,142,0.16924910607866508,1.2240453110929879,,4.0,LIFT_TOP5
Fruits,caramel,839,4008,30,0.03575685339690107,1.1769964243146602,,5.0,LIFT_TOP5
Fruity Notes,fruity,2476,43222,2046,0.8263327948303716,2.5222823011885365,1.0,2.0,P_AND_LIFT_TOP5
Fruity Notes,sweet,2476,60625,1994,0.8053311793214862,1.7525334843362257,2.0,3.0,P_AND_LIFT_TOP5
Fruity Notes,woody,2476,81432,1378,0.5565428109854604,0.9016687917932974,3.0,,P_TOP5
Fruity Notes,powdery,2476,62885,1208,0.4878836833602585,1.0235587874011116,4.0,,P_TOP5
Fruity Notes,floral,2476,46586,1189,0.48021001615508885,1.3599387676843016,5.0,4.0,P_AND_LIFT_TOP5
Fruity Notes,sour,2476,1912,375,0.15145395799676897,10.450481526419315,,1.0,LIFT_TOP5
Fruity Notes,animalic,2476,18242,448,0.18093699515347333,1.3085745954718637,,5.0,LIFT_TOP5
Gaiac Wood,woody,161,81432,146,0.906832298136646,1.4691814654333395,1.0,5.0,P_AND_LIFT_TOP5
Gaiac Wood,aromatic,161,54606,85,0.5279503105590062,1.2755463588625735,2.0,,P_TOP5
Gaiac Wood,amber,161,45478,83,0.515527950310559,1.4955275624361681,3.0,4.0,P_AND_LIFT_TOP5
Gaiac Wood,warm spicy,161,45319,81,0.5031055900621118,1.4646113218935637,4.0,,P_TOP5
Gaiac Wood,fresh spicy,161,47271,77,0.4782608695652174,1.3347920822859498,5.0,,P_TOP5
Gaiac Wood,smoky,161,7407,32,0.19875776397515527,3.54017980305687,,1.0,LIFT_TOP5
Gaiac Wood,oud,161,8298,25,0.15527950310559005,2.46879065373831,,2.0,LIFT_TOP5
Gaiac Wood,leather,161,10809,24,0.14906832298136646,1.8194637663920508,,3.0,LIFT_TOP5
Galbanum,aromatic,2707,54606,2207,0.8152936830439601,1.9697779658643675,1.0,,P_TOP5
Galbanum,green,2707,29755,2181,0.805688954562246,3.5723254503578263,2.0,2.0,P_AND_LIFT_TOP5
Galbanum,woody,2707,81432,2064,0.7624676763945327,1.2352927663170583,3.0,,P_TOP5
Galbanum,citrus,2707,59969,1365,0.5042482452899889,1.1093310043707287,4.0,,P_TOP5
Galbanum,fresh spicy,2707,47271,1285,0.4746952345770225,1.3248406485529518,5.0,,P_TOP5
Galbanum,bitter,2707,1034,90,0.033247137052087185,4.242064595050157,,1.0,LIFT_TOP5
Galbanum,mossy,2707,6173,401,0.14813446619874399,3.165945265770338,,3.0,LIFT_TOP5
Galbanum,herbal,2707,8607,385,0.14222386405615073,2.1800388503459933,,4.0,LIFT_TOP5
